url,title,company,location,scrape_date,scrape_time
https://www.linkedin.com/jobs/view/4302495040,Azure AI Engineer - India,eduCLaaS,"New Delhi, Delhi, India",2025-09-19,03:47:59
https://in.indeed.com/viewjob?jk=2cc2d5dad7370915,Senior Machine Learning Engineer (R0099955),Domnic Lewis,"KA, IN",2025-09-19,05:18:55
https://www.linkedin.com/jobs/view/4302491485,Founding AI Engineer,owow,,2025-09-19,05:18:55
https://www.linkedin.com/jobs/view/4302488784,Staff Machine Learning Engineer- GenAI,Coupang,"Bengaluru, Karnataka, India",2025-09-19,05:40:14
https://www.linkedin.com/jobs/view/4302493524,Machine Learning Engineer,BayOne Solutions,,2025-09-19,06:30:33
https://www.linkedin.com/jobs/view/4300443175,Machine Learning Engineer - H&E Staining,Micro Crispr Pvt. Ltd.,"Delhi, India",2025-09-19,06:30:33
https://www.linkedin.com/jobs/view/4301051211,AI Architect / Senior Data Scientist,CirrusLabs,"Bengaluru, Karnataka, India",2025-09-19,06:30:33
https://www.linkedin.com/jobs/view/4301036458,Senior AI Engineer,Quantal AI,"Mumbai, Maharashtra, India",2025-09-19,06:30:33
https://www.linkedin.com/jobs/view/4302899820,IN_Senior Associate_Data Scientist Gen AI_Data & Analytics_Advisory_Hyderabad,PwC India,"Hyderabad, Telangana, India",2025-09-19,06:30:33
https://www.linkedin.com/jobs/view/4301036507,Computer Vision / Machine Learning Engineer,iGuru Software Ltd.,"Ahmedabad, Gujarat, India",2025-09-19,07:19:31
https://www.linkedin.com/jobs/view/4303015333,Computer Vision Engineer (Freelancer),Soul AI,,2025-09-19,07:19:31
https://www.linkedin.com/jobs/view/4303016320,Machine Learning Engineer (Freelancer),Soul AI,,2025-09-19,07:19:31
https://www.linkedin.com/jobs/view/4302496800,AI Engineer,msg global solutions,"Bengaluru, Karnataka, India",2025-09-19,07:19:31
https://www.linkedin.com/jobs/view/4302492880,AI Engineer Intern,Desible.ai,"Bengaluru, Karnataka, India",2025-09-19,07:19:31
https://www.linkedin.com/jobs/view/4302711140,Calsoft is Hiring | AI Engineers (Semantic Kernel),Calsoft,"Bengaluru, Karnataka, India",2025-09-19,07:19:31
https://www.linkedin.com/jobs/view/4302706514,Sr. AI Engineer,Zykrr — The CX Monetization Company,"Gurugram, Haryana, India",2025-09-19,07:19:31
https://www.linkedin.com/jobs/view/4302703666,Data Scientist,NTek Software Solutions,"Bengaluru, Karnataka, India",2025-09-19,07:38:03
https://www.linkedin.com/jobs/view/4303008431,Data Scientist (Freelancer),Soul AI,,2025-09-19,07:38:03
https://www.linkedin.com/jobs/view/4302704780,AI Engineer,Claimsync.ai,"Bengaluru, Karnataka, India",2025-09-19,08:27:08
https://www.linkedin.com/jobs/view/4303007556,Senior AI Engineer,Rockwell Automation,"Andaman and Nicobar Islands, India",2025-09-19,08:27:08
https://www.linkedin.com/jobs/view/4303022348,Senior AI Engineer,Rockwell Automation,"Hyderabad, Telangana, India",2025-09-19,08:27:08
https://www.linkedin.com/jobs/view/4303007555,Senior AI Engineer,Rockwell Automation,"Pune, Maharashtra, India",2025-09-19,08:27:08
https://www.linkedin.com/jobs/view/4303012498,Senior AI Engineer,Rockwell Automation,"Andaman and Nicobar Islands, India",2025-09-19,08:27:08
https://www.linkedin.com/jobs/view/4301049423,AI Engineer (3-7 Years of Exp I Mumbai  I  Immediate Joiners),Perimattic,,2025-09-19,08:27:08
https://www.linkedin.com/jobs/view/4302708771,Machine Learning Engineer – Image Processing (1-2 Years Exp.),Orbion Infotech,,2025-09-19,08:47:02
https://www.linkedin.com/jobs/view/4302722111,Machine Learning Engineer Intern,Pixeltalent Lab,,2025-09-19,09:22:16
https://www.linkedin.com/jobs/view/4217133316,"Founding/Lead Data Scientist (Generalist) — ML, GenAI, and DL",SkillCamper,"Bengaluru, Karnataka, India",2025-09-19,09:22:16
https://www.linkedin.com/jobs/view/4302721088,AI Engineer,techolution,"Hyderabad, Telangana, India",2025-09-19,09:22:16
https://www.linkedin.com/jobs/view/4302171754,AI Engineer - GPT / LangChain / RAG / Data Pipelines,Peak Trust,,2025-09-19,09:22:16
https://www.linkedin.com/jobs/view/4302714446,Agentic AI Developer,Perceptive Labs,"Ahmedabad, Gujarat, India",2025-09-19,09:22:16
https://www.linkedin.com/jobs/view/4300680219,AI Engineering Intern (Bhopal),AskGalore,"Bhopal, Madhya Pradesh, India",2025-09-19,09:22:16
https://www.linkedin.com/jobs/view/4048211513,Lead Gen AI Data Scientist - GenAI,Fractal,"Bengaluru, Karnataka, India",2025-09-19,09:40:16
https://www.linkedin.com/jobs/view/4301060026,Intern Python AI Developer,EzyGamers Studio,"Bengaluru, Karnataka, India",2025-09-19,09:40:16
https://www.linkedin.com/jobs/view/4302708863,Machine Learning Engineer,Meant To Be Inc,"Gurugram, Haryana, India",2025-09-19,09:40:16
https://www.linkedin.com/jobs/view/4302715422,Generative AI Developer,100x.inc,,2025-09-19,09:40:16
https://www.linkedin.com/jobs/view/4303006797,AI Engineer - Oracle Integration,"PracticeSuite, Inc.","Kochi, Kerala, India",2025-09-19,09:40:16
https://www.linkedin.com/jobs/view/4280858210,Senior Data Scientist / Data Scientist (AI/ML),Fractal,"Bengaluru, Karnataka, India",2025-09-19,10:21:50
https://www.linkedin.com/jobs/view/4290399839,Gen AI Engineer - RAG Systems & AI Transformation,Gainwell Technologies,"Bengaluru, Karnataka, India",2025-09-19,10:21:50
https://www.linkedin.com/jobs/view/4302700038,Machine Learning Engineers,GlobalPros,,2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4302884599,Data Scientist (with Python),MyRemoteTeam Inc,"Bengaluru, Karnataka, India",2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4302893579,"Data Scientist(Time-series forecasting and/or M&V) with US based product company, (Remote)",Seventh Contact Hiring Solutions,,2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4302895486,Data Scientist (with ETL + Python + Azure),MyRemoteTeam Inc,"Bengaluru, Karnataka, India",2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4302498118,Azure Data Engineer,RapidBrains,,2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4303001510,Data Engineer,Workassist,"Hyderabad, Telangana, India",2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4302489488,Senior Data Scientist(Gen AI)(10+years),foundit,"Bengaluru, Karnataka, India",2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4302487573,Data Engineer,UST,"Pune, Maharashtra, India",2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4302885551,Senior Data Engineer,Cito Techno,"Bengaluru North, Karnataka, India",2025-09-19,10:22:37
https://www.linkedin.com/jobs/view/4296768763,Senior Data Engineer- Data Modeler,Quantiphi,"Bengaluru, Karnataka, India",2025-09-19,10:22:37
https://in.indeed.com/viewjob?jk=2cc2d5dad7370915,Senior Machine Learning Engineer (R0099955),Domnic Lewis,"KA, IN",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302700038,Machine Learning Engineers,GlobalPros,,2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302884599,Data Scientist (with Python),MyRemoteTeam Inc,"Bengaluru, Karnataka, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4301049001,Claims Data Analyst,Birlasoft,"Noida, Uttar Pradesh, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302893579,"Data Scientist(Time-series forecasting and/or M&V) with US based product company, (Remote)",Seventh Contact Hiring Solutions,,2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302895486,Data Scientist (with ETL + Python + Azure),MyRemoteTeam Inc,"Bengaluru, Karnataka, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302883453,Data Analyst Intern,Skillfied Mentor Jobs,,2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302898324,Data Analyst,Skillfied Mentor Jobs,,2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302487573,Data Engineer,UST,"Pune, Maharashtra, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302486607,Lead Data Architect,Tamcherry,"Kochi, Kerala, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302498118,Azure Data Engineer,RapidBrains,,2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302887746,Data Engineer,LIXIL,"Gurugram, Haryana, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302885551,Senior Data Engineer,Cito Techno,"Bengaluru North, Karnataka, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4303001510,Data Engineer,Workassist,"Hyderabad, Telangana, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4296768763,Senior Data Engineer- Data Modeler,Quantiphi,"Bengaluru, Karnataka, India",2025-09-19,10:25:17
https://www.linkedin.com/jobs/view/4302495248,PostgreSQL Data Engineer (8+ yrs)- Contract,"Gravity Infosolutions, Inc.",,2025-09-19,10:25:17
https://in.indeed.com/viewjob?jk=a905f578cd4f02ae,Azure Data Engineer,ProArch,"TS, IN",2025-09-19,10:42:09
https://www.linkedin.com/jobs/view/4302728118,Data Scientist,The People Ready Staffing,"Bengaluru South, Karnataka, India",2025-09-19,10:42:09
https://www.linkedin.com/jobs/view/4301052989,Machine Learning Engineer,QualityKiosk Technologies Pvt. Ltd.,"Mumbai, Maharashtra, India",2025-09-19,11:17:18
https://www.linkedin.com/jobs/view/4302724319,Agentic AI Engineer (Google Agentspace),techolution,"Hyderabad, Telangana, India",2025-09-19,11:17:18
https://www.linkedin.com/jobs/view/4279836006,Data Scientists,TaskUs,"Haryana, India",2025-09-19,11:37:56
https://www.linkedin.com/jobs/view/4301059481,"STAFF, DATA SCIENTIST (MLE)",Walmart Global Tech India,"Bengaluru, Karnataka, India",2025-09-19,11:37:56
https://www.linkedin.com/jobs/view/4303038532,AI Engineer,Blend,"Hyderabad, Telangana, India",2025-09-19,12:41:55
https://www.linkedin.com/jobs/view/4302733532,Machine Learning Engineer,Orbit Core Tech,"Bengaluru, Karnataka, India",2025-09-19,12:41:55
https://www.linkedin.com/jobs/view/4303027680,Senior Machine Learning Engineer,Accenture,"Pune, Maharashtra, India",2025-09-19,12:41:55
https://www.linkedin.com/jobs/view/4303038600,Lead AI Engineer,Zeta,"Bengaluru, Karnataka, India",2025-09-19,12:41:55
https://www.linkedin.com/jobs/view/4302734243,Data Scientist,Motorola Solutions,,2025-09-19,12:41:55
https://www.linkedin.com/jobs/view/4302738161,Backend Python / AI Engineer,JuiceLabs AI,,2025-09-19,12:41:55
https://in.indeed.com/viewjob?jk=ddf8e62f5c2e4538,"Manager II, Data Engineering",Uber,"TS, IN",2025-09-19,13:29:23
https://www.linkedin.com/jobs/view/4303029964,AI Engineer,AryaXAI,"Mumbai, Maharashtra, India",2025-09-19,13:29:23
https://www.linkedin.com/jobs/view/4302726862,GEN AI Developer,Birlasoft,,2025-09-19,13:29:23
https://www.linkedin.com/jobs/view/4303045876,AI Engineer - Prime Focus Technologies,DNEG,"Bengaluru, Karnataka, India",2025-09-19,13:29:23
https://www.linkedin.com/jobs/view/4244462189,Senior Enterprise IT Automation & AI Specialist,Netradyne,"Bengaluru, Karnataka, India",2025-09-19,13:29:23
https://www.linkedin.com/jobs/view/4302738331,Asset & Wealth Management - Wealth AI Engineering - Vice President - Bengaluru,Goldman Sachs,"Bengaluru, Karnataka, India",2025-09-19,13:29:23
https://www.linkedin.com/jobs/view/4303033444,Lead AI Engineer,Ecolab,"Bengaluru, Karnataka, India",2025-09-19,13:45:09
https://www.linkedin.com/jobs/view/4292487469,Machine Learning Engineer – Network Observability,LSEG,"Bengaluru, Karnataka, India",2025-09-19,13:45:09
https://in.indeed.com/viewjob?jk=0a78e6e66b5d61de,Data Scientist - AWS Professional Services,Amazon Web Services,"MH, IN",2025-09-19,13:55:55
https://in.indeed.com/viewjob?jk=dc47543a641cb960,Data Scientist - AWS Professional Services,Amazon Web Services,"MH, IN",2025-09-19,13:55:55
https://in.indeed.com/viewjob?jk=757023a9e74bd9c9,Data Scientist - AWS Professional Services,Amazon Web Services,"HR, IN",2025-09-19,13:55:55
https://in.indeed.com/viewjob?jk=8775a45f92b1dfcd,Data Scientist - AWS Professional Services,Amazon Web Services,"KA, IN",2025-09-19,13:55:55
https://in.indeed.com/viewjob?jk=e68f142ca092a72d,Data Scientist - AWS Professional Services,Amazon Web Services,"TS, IN",2025-09-19,13:55:55
https://in.indeed.com/viewjob?jk=9cc108a6d65aaffa,Senior Data Scientist - AWS Professional Services,Amazon Web Services,"KA, IN",2025-09-19,13:55:55
https://in.indeed.com/viewjob?jk=fa0c7b12a073201f,Senior Data Scientist - AWS Professional Services,Amazon Web Services,"MH, IN",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302704673,AI Engineer,Art Technology and Software,"Kochi, Kerala, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303024393,Data Scientist,Rakuten Symphony,"Bengaluru, Karnataka, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302703666,Data Scientist,NTek Software Solutions,"Bengaluru, Karnataka, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302496800,AI Engineer,msg global solutions,"Bengaluru, Karnataka, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4301050379,AI Engineer,BorderPlus,"Bengaluru, Karnataka, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303016320,Machine Learning Engineer (Freelancer),Soul AI,,2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4301036507,Computer Vision / Machine Learning Engineer,iGuru Software Ltd.,"Ahmedabad, Gujarat, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302712371,Data Analyst,WillScot,"Pune, Maharashtra, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303008431,Data Scientist (Freelancer),Soul AI,,2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302704780,AI Engineer,Claimsync.ai,"Bengaluru, Karnataka, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4301049399,Data Engineer,LTIMindtree,"Bengaluru, Karnataka, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302497727,Data Scientist,SaveIN,"Gurugram, Haryana, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4301049423,AI Engineer (3-7 Years of Exp I Mumbai  I  Immediate Joiners),Perimattic,,2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302706628,Pune || Data Scientist IRC267887,GlobalLogic,"Pune, Maharashtra, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303007556,Senior AI Engineer,Rockwell Automation,"Andaman and Nicobar Islands, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303007555,Senior AI Engineer,Rockwell Automation,"Pune, Maharashtra, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303022348,Senior AI Engineer,Rockwell Automation,"Hyderabad, Telangana, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302711324,Data Engineer (AWS | Python | PySpark | SQL),Namasys Analytics,"Delhi, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4301113728,Senior Machine Learning Engineer,HireFlex,,2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303019475,Databricks Data Engineer- PAN India- Immediate joiners,Tredence Inc.,"Bengaluru, Karnataka, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303008493,Senior AI Engineer,Rockwell Automation,"Delhi, India",2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4302713371,Lead Data Engineer,Eucloid Data Solutions,,2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4303014369,Data Engineer (Freelancer),Soul AI,,2025-09-19,13:55:55
https://www.linkedin.com/jobs/view/4301046474,🚀 We’re Hiring: Senior Data Engineer with MLOps (Hands-On Role | Immediate Joiners Preferred),Strive4X Infotech Private Limited,"Bengaluru, Karnataka, India",2025-09-19,13:55:55
https://in.indeed.com/viewjob?jk=03641356daf8a8cc,Sustainability Data Engineer,ExxonMobil,"KA, IN",2025-09-19,14:19:34
https://www.linkedin.com/jobs/view/4269119745,AI Developer,Electrolux Group,"Bengaluru, Karnataka, India",2025-09-19,14:19:34
https://www.linkedin.com/jobs/view/4281141372,Design Technology Data Scientist,Gensler,"Bengaluru, Karnataka, India",2025-09-19,14:19:34
https://www.linkedin.com/jobs/view/4156634585,"Data Scientist / Senior Data Scientist, India - BCG X",BCG X,,2025-09-19,14:19:34
https://www.linkedin.com/jobs/view/4156631914,"Data Scientist / Senior Data Scientist, India - BCG X",BCG X,"Gurgaon, Haryana, India",2025-09-19,14:19:34
https://www.linkedin.com/jobs/view/4261926536,DE-Azure ML And AI Engineer-GDSN02,EY,"Hyderabad, Telangana, India",2025-09-19,14:42:16
https://www.linkedin.com/jobs/view/4302762716,Senior AI Engineer,ShopOS,"Bengaluru, Karnataka, India",2025-09-19,15:20:47
https://www.linkedin.com/jobs/view/4303069545,AI Engineer,FinThrive India,"Gurugram, Haryana, India",2025-09-19,15:20:47
https://www.linkedin.com/jobs/view/4301074977,DE-Azure ML And AI Engineer-GDSN02,EY,"Bengaluru, Karnataka, India",2025-09-19,15:20:47
https://www.linkedin.com/jobs/view/4301088135,DE-Azure ML And AI Engineer-GDSN02,EY,"Hyderabad, Telangana, India",2025-09-19,15:20:47
https://www.linkedin.com/jobs/view/4301084222,DE-Azure ML And AI Engineer-GDSN02,EY,"Kanayannur, Kerala, India",2025-09-19,15:20:47
https://www.linkedin.com/jobs/view/4261923872,DE-Azure ML And AI Engineer-GDSN02,EY,"Kanayannur, Kerala, India",2025-09-19,15:20:47
https://www.linkedin.com/jobs/view/4261923873,DE-Azure ML And AI Engineer-GDSN02,EY,"Bengaluru, Karnataka, India",2025-09-19,15:20:47
https://www.linkedin.com/jobs/view/4302728118,Data Scientist,The People Ready Staffing,"Bengaluru South, Karnataka, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4280858210,Senior Data Scientist / Data Scientist (AI/ML),Fractal,"Bengaluru, Karnataka, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4048211513,Lead Gen AI Data Scientist - GenAI,Fractal,"Bengaluru, Karnataka, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4275687771,Lead Data Scientist,Media.net,"Bengaluru, Karnataka, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4301052989,Machine Learning Engineer,QualityKiosk Technologies Pvt. Ltd.,"Mumbai, Maharashtra, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4302722111,Machine Learning Engineer Intern,Pixeltalent Lab,,2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4301067083,Lead AI Data Scientist,On2Cook India Pvt Ltd,"Ahmedabad, Gujarat, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4271175349,Senior Data Engineer II,MakeMyTrip,"Bengaluru, Karnataka, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4204806569,Data Architect Lead,ZS,"Pune, Maharashtra, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4271180231,Principal Data Engineer,MakeMyTrip,"Gurugram, Haryana, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4280789250,"Specialist Data Scientist, Actimize",NiCE,"Pune, Maharashtra, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4271169908,Senior Principal Data Engineer,MakeMyTrip,"Bangalore Urban, Karnataka, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4281600573,Data Scientist Senior Staff,Commonwealth Bank,"Bengaluru East, Karnataka, India",2025-09-19,16:22:02
https://www.linkedin.com/jobs/view/4302718251,Data Analyst Intern,UM IT Solutions,,2025-09-19,16:22:02
